,ratio1,ratio2,ratio3,ratio4,ratio5,status
4265,1.89,1.51,0.05,0.33,0.1,0
4266,1.07,0.89,0.05,0.24,0.03,0
4267,0.52,0.32,-0.27,-1.18,-0.05,0
4268,0.06,0.06,0.0,0.0,0.94,0
4269,1.69,1.28,0.0,0.01,0.02,0
4270,1.38,1.38,-0.05,-0.4,-0.16,1
4271,1.4,0.18,0.03,0.2,0.04,0
4272,0.09,0.09,0.02,0.02,0.04,0
4273,1.38,1.21,0.08,0.4,0.06,0
4274,1.0,0.91,0.03,0.13,0.05,1
4275,6.74,6.74,0.02,0.04,0.18,0
4276,1.62,1.62,0.03,0.04,0.05,0
4277,0.98,0.52,0.06,0.26,0.06,0
4278,0.86,0.75,0.05,0.15,0.03,0
4279,1.09,0.98,-0.08,-1.82,-0.04,0
4280,1.1,0.22,-0.17,-5.45,-0.13,0
4281,4.65,3.26,0.12,0.14,0.14,1
4282,2.28,2.28,0.13,0.6,0.1,0
4283,1.58,1.54,0.32,0.49,0.06,0
4284,0.77,0.77,-0.11,-0.06,-0.38,0
4285,0.87,0.87,0.09,0.21,0.16,0
4286,1.36,1.2,0.03,0.07,0.03,0
4287,2.16,2.08,0.22,0.6,0.17,0
4288,1.18,0.73,0.02,0.12,0.04,0
4289,0.99,0.96,-0.09,-0.47,-0.01,0
4290,0.16,0.16,-0.23,-0.45,-0.14,0
4291,1.11,1.11,0.03,0.09,0.02,0
4292,1.36,0.86,0.01,0.01,0.04,0
4293,0.61,0.33,0.02,0.1,0.26,0
4294,1.14,0.93,0.07,0.46,0.04,0
4295,0.1,0.1,0.04,0.0,0.48,0
4296,3.74,3.4,0.05,0.07,0.06,0
4297,2.22,1.96,0.06,0.24,0.08,0
4298,0.64,0.43,0.03,0.02,0.06,0
4299,1.39,1.02,-0.01,-0.2,0.0,0
4300,3.41,3.41,0.08,0.08,0.02,0
4301,0.68,0.51,-0.03,-0.69,-0.04,0
4302,0.76,0.3,0.03,0.03,0.13,0
4303,3.44,3.44,-0.02,-0.1,0.17,0
4304,1.25,1.25,0.12,0.39,0.05,0
4305,1.99,0.95,0.06,0.09,0.04,0
4306,1.15,0.57,0.05,0.18,0.1,0
4307,0.76,0.71,0.03,0.01,0.02,0
4308,1.47,0.6,0.03,0.04,0.02,0
4309,1.26,1.21,0.06,0.29,0.09,0
4310,1.29,1.29,0.01,0.03,0.02,0
4311,1.84,1.22,-0.05,-0.12,-0.02,0
4312,1.24,1.02,0.05,0.18,0.08,0
4313,1.23,1.23,-0.01,-0.04,0.06,0
4314,0.73,0.7,0.0,0.13,0.25,0
4315,0.04,0.04,-0.07,-0.18,-0.3,0
4316,2.1,1.83,0.1,0.24,0.1,0
4317,1.12,0.43,0.0,-0.34,0.01,0
4318,1.48,1.48,0.19,0.42,0.12,0
4319,1.54,1.54,0.16,0.53,0.07,0
4320,1.03,0.7,0.04,0.32,0.03,0
4321,1.12,0.93,0.09,0.63,0.05,0
4322,1.44,0.7,0.05,0.04,0.05,0
4323,2.29,0.01,0.02,0.04,0.18,0
4324,0.86,0.8,-0.01,-0.1,-0.03,0
4325,2.27,2.0,0.03,0.03,0.03,0
4326,0.62,0.59,-0.35,-0.83,-0.74,1
4327,0.83,0.67,-0.24,-3.55,-0.08,0
4328,1.31,1.04,0.05,0.16,0.03,0
4329,1.01,0.8,0.04,0.22,0.06,0
4330,1.19,0.95,0.03,0.22,0.04,0
4331,0.86,0.53,0.06,0.48,0.16,0
4332,1.57,1.42,0.02,0.02,0.03,0
4333,1.04,0.31,-0.02,-4.65,0.0,1
4334,1.59,1.59,0.34,0.33,0.58,1
4335,2.22,2.22,0.03,-0.02,0.01,0
4336,6.29,6.16,0.09,0.1,0.29,0
4337,1.16,0.66,0.06,0.29,0.05,0
4338,1.01,0.99,0.01,0.01,0.52,0
4339,1.42,1.42,-0.01,-0.33,0.01,0
4340,1.03,0.82,0.03,0.02,0.04,0
4341,1.73,1.73,0.04,0.03,0.27,0
4342,0.46,0.38,-0.57,-1.18,-0.19,1
4343,1.32,0.88,0.09,0.21,0.05,0
4344,1.54,0.99,0.05,0.03,0.16,0
4345,1.44,1.44,0.11,0.28,0.06,0
4346,1.02,1.02,-0.02,-0.11,0.28,0
4347,1.26,1.22,0.07,0.27,0.03,0
4348,1.0,0.97,0.05,0.04,0.07,1
4349,2.92,2.44,0.05,0.06,0.08,0
4350,1.46,1.46,0.12,0.49,0.2,0
4351,1.31,1.27,0.04,0.09,0.09,0
4352,1.21,0.61,0.01,0.04,0.02,0
4353,1.29,1.29,-0.02,-0.13,0.18,1
4354,1.03,0.78,0.06,0.07,0.08,0
4355,1.37,0.31,0.07,0.14,0.1,0
4356,0.99,0.59,0.04,0.04,0.07,1
4357,7.18,0.83,0.03,0.12,0.73,0
4358,0.29,0.21,-1.02,-1.1,-0.49,1
4359,0.45,0.45,0.03,0.57,0.01,0
4360,1.61,1.61,0.27,0.58,0.23,0
4361,1.6,1.6,0.01,0.05,0.0,1
4362,1.61,1.18,0.04,0.04,0.04,0
4363,0.98,0.62,0.02,-0.02,0.01,0
4364,1.19,0.64,0.04,0.07,0.05,0
4365,2.9,2.86,0.08,0.14,0.06,0
4366,0.89,0.55,0.06,0.66,0.03,0
4367,0.44,0.39,0.03,0.0,0.16,0
4368,0.24,0.24,0.1,0.29,0.35,0
4369,1.75,1.17,0.07,-0.01,0.2,0
4370,0.99,0.77,0.03,0.09,0.05,1
4371,2.07,2.05,0.13,0.32,0.21,0
4372,0.69,0.06,0.04,0.02,0.12,0
4373,1.1,0.44,-0.03,-0.83,0.01,0
4374,0.98,0.98,0.05,0.72,0.03,0
4375,0.99,0.99,0.11,0.77,0.07,0
4376,1.08,0.93,0.05,-0.52,0.03,0
4377,2.95,0.83,0.03,0.03,0.38,0
4378,0.45,0.45,0.03,0.06,0.45,0
4379,1.01,0.99,0.04,0.03,0.12,0
4380,1.1,0.71,0.04,0.06,0.04,0
4381,0.97,0.28,-0.13,-1.37,-0.13,0
4382,1.64,1.62,0.04,0.1,0.04,0
4383,1.51,0.86,0.06,0.12,0.1,0
4384,0.93,0.19,0.01,0.07,0.02,1
4385,1.19,1.19,0.06,0.26,0.04,0
4386,0.46,0.25,-0.16,-0.14,-0.07,0
4387,1.32,1.31,0.02,0.02,0.09,0
4388,1.71,1.5,0.08,0.07,0.17,0
4389,1.11,0.76,0.02,0.19,0.02,0
4390,1.97,1.91,-0.04,-0.28,-0.01,0
4391,1.06,0.17,0.27,-8.35,0.19,0
4392,0.95,0.49,0.02,0.17,0.01,1
4393,0.99,0.8,0.02,0.02,0.11,0
4394,1.79,0.97,0.06,0.22,0.02,0
4395,1.18,1.13,0.03,0.04,0.09,0
4396,0.63,0.04,-0.01,-0.09,-0.1,0
4397,2.38,2.38,0.05,0.06,0.07,0
4398,0.39,0.34,0.01,0.01,0.41,1
4399,2.38,2.37,0.14,0.14,0.2,0
4400,0.14,0.14,-1.02,-0.23,-0.23,1
4401,11.04,10.88,0.13,0.11,0.34,0
4402,1.26,1.26,0.14,0.36,0.18,1
4403,3.85,3.85,0.04,0.13,0.09,0
4404,0.48,0.34,-0.02,-0.46,0.14,1
4405,1.03,1.03,-0.11,-3.71,-0.03,1
4406,2.69,2.43,0.22,0.39,0.09,0
4407,0.99,0.53,-0.17,-2.73,-0.31,1
4408,1.4,1.17,0.11,0.19,0.03,0
4409,5.54,5.42,0.02,0.01,0.15,0
4410,1.41,1.4,0.05,0.01,0.09,0
4411,1.19,1.19,0.02,0.09,0.11,0
4412,4.7,0.89,0.0,0.01,0.04,0
4413,0.9,0.85,-0.45,-1.1,-0.69,1
4414,1.67,0.28,0.03,0.04,0.05,0
4415,0.52,0.27,-0.28,-1.14,-0.38,1
4416,2.95,1.72,0.0,0.0,0.73,0
4417,1.14,1.14,0.01,0.0,0.05,1
4418,1.0,1.0,0.01,0.74,0.04,1
4419,1.0,1.0,0.1,0.26,0.14,0
4420,0.87,0.87,0.01,0.1,0.04,0
4421,0.68,0.68,-0.06,-0.1,-0.03,0
4422,1.25,0.09,-0.03,-0.46,-0.04,0
4423,0.24,0.24,0.02,0.11,0.24,0
4424,1.62,1.17,0.22,0.85,0.08,0
4425,1.9,1.25,0.04,0.09,0.02,0
4426,0.91,0.91,0.07,0.15,0.1,0
4427,1.31,0.19,0.03,0.07,0.02,0
4428,7.9,3.43,0.04,0.05,0.03,1
4429,1.34,1.2,0.04,0.08,0.05,0
4430,1.02,1.02,0.03,0.28,0.02,1
4431,1.29,1.29,0.09,0.21,0.07,0
4432,1.06,0.04,0.04,0.33,0.05,0
4433,0.18,0.18,0.01,0.0,0.41,0
4434,0.91,0.42,0.01,0.07,0.03,0
4435,1.18,0.46,0.0,0.0,0.04,0
4436,2.18,2.18,0.02,0.02,0.01,0
4437,1.37,1.23,0.13,0.29,0.08,0
4438,2.18,2.18,0.05,0.04,0.47,0
4439,1.44,1.26,0.17,0.16,0.07,1
4440,1.15,1.15,0.06,0.08,0.17,0
4441,1.41,0.27,0.02,0.01,0.05,0
4442,6.43,6.23,0.09,0.08,0.09,0
4443,0.66,0.54,-0.02,-0.1,-0.01,0
4444,2.19,2.19,0.15,0.16,0.09,0
4445,0.64,0.64,0.1,0.12,0.11,0
4446,1.0,0.8,0.05,0.08,0.15,0
4447,2.2,1.84,0.09,0.48,0.08,1
4448,0.94,0.94,0.04,0.24,0.02,0
4449,2.68,2.1,0.08,0.15,0.16,0
4450,5.96,5.46,0.03,-0.59,0.06,0
4451,1.09,1.09,0.04,0.11,0.06,0
4452,1.49,1.48,0.03,0.17,0.02,0
4453,1.12,1.09,0.02,-0.07,0.06,0
4454,1.04,0.96,0.02,0.33,0.01,0
4455,1.07,1.07,0.04,0.35,0.01,0
4456,1.03,1.03,0.05,0.21,0.03,1
4457,0.81,0.68,0.01,-0.05,0.11,0
4458,0.91,0.88,0.02,0.26,0.15,0
4459,1.36,1.36,0.05,0.14,0.02,0
4460,1.39,1.27,-0.04,-0.18,-0.01,0
4461,0.77,0.73,-0.54,-2.25,-0.87,1
4462,0.95,0.35,0.01,0.08,0.06,0
4463,0.37,0.29,0.03,-0.65,0.04,0
4464,1.25,1.25,0.12,0.38,0.1,0
4465,2.12,0.17,0.07,0.24,0.01,0
4466,1.17,1.17,0.05,0.34,0.02,0
4467,1.23,1.23,0.08,0.34,0.11,0
4468,1.25,0.19,-0.17,-4.88,-0.1,0
4469,3.1,3.1,0.31,0.38,0.24,0
4470,1.38,1.36,-0.25,-1.48,-0.45,0
4471,0.64,0.63,0.03,0.28,0.08,0
4472,1.76,1.76,0.0,-0.01,0.63,0
4473,1.36,1.06,-0.15,-1.16,-0.41,1
4474,1.16,0.33,0.04,-0.05,0.08,0
4475,1.2,1.2,0.03,0.16,0.01,0
4476,1.12,1.12,0.08,0.33,0.08,0
4477,1.61,1.52,0.1,0.29,0.11,0
4478,1.2,0.96,-0.06,-1.51,-0.02,0
4479,1.49,1.49,0.09,0.15,0.06,0
4480,1.06,0.65,0.03,0.02,0.03,0
4481,1.41,1.41,0.05,0.07,0.09,0
4482,1.43,0.79,-0.06,-1.0,-0.02,0
4483,3.07,2.34,-0.02,-0.13,0.0,0
4484,1.54,1.53,0.08,0.13,0.04,0
4485,0.22,0.18,0.01,0.01,0.04,0
4486,4.31,4.17,0.11,0.52,0.37,0
4487,3.8,3.02,0.04,0.03,0.28,0
4488,3.39,3.16,0.23,0.26,0.14,0
4489,0.36,0.35,-0.02,-0.11,-0.27,0
4490,0.15,0.15,0.01,0.0,0.52,0
4491,1.23,1.01,0.01,0.0,0.06,0
4492,1.38,1.38,0.12,0.68,0.18,0
4493,6.3,5.17,0.04,0.1,0.04,0
4494,1.17,0.36,-0.13,-5.88,-0.55,1
4495,1.02,0.85,0.06,0.13,0.04,0
4496,0.47,0.4,0.02,0.07,0.1,0
4497,0.6,0.55,0.03,0.02,0.07,0
4498,1.53,1.53,0.02,0.15,0.05,0
4499,0.6,0.58,-0.29,-1.97,-0.79,1
4500,2.53,2.04,0.01,0.01,0.1,0
4501,1.15,0.75,0.07,0.14,0.07,0
4502,0.29,0.29,0.02,-0.12,0.03,0
4503,1.12,1.0,0.07,0.2,0.1,0
4504,0.97,0.78,0.05,0.05,0.06,0
4505,1.15,1.14,0.05,0.5,0.03,0
4506,0.13,0.12,0.02,0.12,0.09,0
4507,0.91,0.9,-0.01,-0.52,0.01,0
4508,4.07,3.8,0.18,0.18,0.15,0
4509,0.08,0.08,0.04,0.11,0.64,0
4510,1.38,0.85,-0.02,-0.16,0.03,0
4511,2.47,2.47,-0.07,-0.21,0.01,0
4512,0.95,0.69,0.03,0.22,0.04,0
4513,1.1,1.08,0.07,0.44,0.01,0
